chapter,char,sentiment,sum_sent,words,ch_num,ch_name
SPAN notes 5 zilargo.txt,dane,joy,5,108,5,Zilargo
SPAN notes 5 zilargo.txt,dane,sadness,4,108,5,Zilargo
SPAN notes 5 zilargo.txt,dane,surprise,3,108,5,Zilargo
SPAN notes 5 zilargo.txt,dane,trust,5,108,5,Zilargo
SPAN notes 5 zilargo.txt,evertonette,anger,8,134,5,Zilargo
SPAN notes 5 zilargo.txt,evertonette,anticipation,3,134,5,Zilargo
SPAN notes 5 zilargo.txt,evertonette,disgust,5,134,5,Zilargo
SPAN notes 5 zilargo.txt,evertonette,fear,11,134,5,Zilargo
SPAN notes 5 zilargo.txt,evertonette,sadness,2,134,5,Zilargo
SPAN notes 5 zilargo.txt,evertonette,surprise,5,134,5,Zilargo
SPAN notes 5 zilargo.txt,evertonette,trust,3,134,5,Zilargo
SPAN notes 5 zilargo.txt,rinoa,anger,6,196,5,Zilargo
SPAN notes 5 zilargo.txt,rinoa,anticipation,5,196,5,Zilargo
SPAN notes 5 zilargo.txt,rinoa,disgust,2,196,5,Zilargo
SPAN notes 5 zilargo.txt,rinoa,fear,10,196,5,Zilargo
SPAN notes 5 zilargo.txt,rinoa,joy,2,196,5,Zilargo
SPAN notes 5 zilargo.txt,rinoa,sadness,2,196,5,Zilargo
SPAN notes 5 zilargo.txt,rinoa,surprise,2,196,5,Zilargo
SPAN notes 5 zilargo.txt,rinoa,trust,7,196,5,Zilargo
SPAN notes 5 zilargo.txt,rook,anger,8,158,5,Zilargo
SPAN notes 5 zilargo.txt,rook,anticipation,7,158,5,Zilargo
SPAN notes 5 zilargo.txt,rook,disgust,3,158,5,Zilargo
SPAN notes 5 zilargo.txt,rook,fear,11,158,5,Zilargo
SPAN notes 5 zilargo.txt,rook,sadness,4,158,5,Zilargo
SPAN notes 5 zilargo.txt,rook,surprise,4,158,5,Zilargo
SPAN notes 5 zilargo.txt,rook,trust,5,158,5,Zilargo
SPAN notes 5 zilargo.txt,vandare,anger,5,177,5,Zilargo
SPAN notes 5 zilargo.txt,vandare,anticipation,3,177,5,Zilargo
SPAN notes 5 zilargo.txt,vandare,disgust,1,177,5,Zilargo
SPAN notes 5 zilargo.txt,vandare,fear,9,177,5,Zilargo
SPAN notes 5 zilargo.txt,vandare,joy,1,177,5,Zilargo
SPAN notes 5 zilargo.txt,vandare,sadness,4,177,5,Zilargo
SPAN notes 5 zilargo.txt,vandare,surprise,3,177,5,Zilargo
SPAN notes 5 zilargo.txt,vandare,trust,5,177,5,Zilargo
SPAN notes 5 zilargo.txt,xotl,anger,18,303,5,Zilargo
SPAN notes 5 zilargo.txt,xotl,anticipation,9,303,5,Zilargo
SPAN notes 5 zilargo.txt,xotl,disgust,6,303,5,Zilargo
SPAN notes 5 zilargo.txt,xotl,fear,19,303,5,Zilargo
SPAN notes 5 zilargo.txt,xotl,joy,6,303,5,Zilargo
SPAN notes 5 zilargo.txt,xotl,sadness,12,303,5,Zilargo
SPAN notes 5 zilargo.txt,xotl,surprise,6,303,5,Zilargo
SPAN notes 5 zilargo.txt,xotl,trust,9,303,5,Zilargo
SPAN notes 6 karrnath.txt,LT-031,anger,61,2406,6,Karrnath
SPAN notes 6 karrnath.txt,LT-031,anticipation,34,2406,6,Karrnath
SPAN notes 6 karrnath.txt,LT-031,disgust,28,2406,6,Karrnath
SPAN notes 6 karrnath.txt,LT-031,fear,83,2406,6,Karrnath
SPAN notes 6 karrnath.txt,LT-031,joy,17,2406,6,Karrnath
SPAN notes 6 karrnath.txt,LT-031,sadness,42,2406,6,Karrnath
SPAN notes 6 karrnath.txt,LT-031,surprise,22,2406,6,Karrnath
SPAN notes 6 karrnath.txt,LT-031,trust,56,2406,6,Karrnath
SPAN notes 6 karrnath.txt,chibo,anger,7,214,6,Karrnath
SPAN notes 6 karrnath.txt,chibo,anticipation,8,214,6,Karrnath
SPAN notes 6 karrnath.txt,chibo,disgust,3,214,6,Karrnath
SPAN notes 6 karrnath.txt,chibo,fear,9,214,6,Karrnath
SPAN notes 6 karrnath.txt,chibo,joy,3,214,6,Karrnath
SPAN notes 6 karrnath.txt,chibo,sadness,7,214,6,Karrnath
SPAN notes 6 karrnath.txt,chibo,surprise,3,214,6,Karrnath
SPAN notes 6 karrnath.txt,chibo,trust,4,214,6,Karrnath
SPAN notes 6 karrnath.txt,dane,anger,8,195,6,Karrnath
SPAN notes 6 karrnath.txt,dane,anticipation,3,195,6,Karrnath
SPAN notes 6 karrnath.txt,dane,disgust,3,195,6,Karrnath
SPAN notes 6 karrnath.txt,dane,fear,11,195,6,Karrnath
SPAN notes 6 karrnath.txt,dane,joy,4,195,6,Karrnath
SPAN notes 6 karrnath.txt,dane,sadness,2,195,6,Karrnath
SPAN notes 6 karrnath.txt,dane,surprise,1,195,6,Karrnath
SPAN notes 6 karrnath.txt,dane,trust,5,195,6,Karrnath
SPAN notes 6 karrnath.txt,evertonette,anger,5,109,6,Karrnath
SPAN notes 6 karrnath.txt,evertonette,anticipation,2,109,6,Karrnath
SPAN notes 6 karrnath.txt,evertonette,disgust,5,109,6,Karrnath
SPAN notes 6 karrnath.txt,evertonette,fear,5,109,6,Karrnath
SPAN notes 6 karrnath.txt,evertonette,joy,2,109,6,Karrnath
SPAN notes 6 karrnath.txt,evertonette,sadness,4,109,6,Karrnath
SPAN notes 6 karrnath.txt,evertonette,surprise,3,109,6,Karrnath
SPAN notes 6 karrnath.txt,evertonette,trust,4,109,6,Karrnath
SPAN notes 6 karrnath.txt,rinoa,anger,2,78,6,Karrnath
SPAN notes 6 karrnath.txt,rinoa,disgust,2,78,6,Karrnath
SPAN notes 6 karrnath.txt,rinoa,fear,2,78,6,Karrnath
SPAN notes 6 karrnath.txt,rinoa,sadness,3,78,6,Karrnath
SPAN notes 6 karrnath.txt,rinoa,trust,2,78,6,Karrnath
SPAN notes 6 karrnath.txt,rook,anger,2,61,6,Karrnath
SPAN notes 6 karrnath.txt,rook,fear,2,61,6,Karrnath
SPAN notes 6 karrnath.txt,rook,sadness,2,61,6,Karrnath
SPAN notes 6 karrnath.txt,rook,trust,3,61,6,Karrnath
SPAN notes 6 karrnath.txt,xotl,anger,4,170,6,Karrnath
SPAN notes 6 karrnath.txt,xotl,anticipation,3,170,6,Karrnath
SPAN notes 6 karrnath.txt,xotl,disgust,5,170,6,Karrnath
SPAN notes 6 karrnath.txt,xotl,fear,8,170,6,Karrnath
SPAN notes 6 karrnath.txt,xotl,joy,1,170,6,Karrnath
SPAN notes 6 karrnath.txt,xotl,sadness,6,170,6,Karrnath
SPAN notes 6 karrnath.txt,xotl,trust,4,170,6,Karrnath
SPAN notes 7 newthrone.txt,LT-031,anger,67,2198,7,Newthrone
SPAN notes 7 newthrone.txt,LT-031,anticipation,75,2198,7,Newthrone
SPAN notes 7 newthrone.txt,LT-031,disgust,10,2198,7,Newthrone
SPAN notes 7 newthrone.txt,LT-031,fear,61,2198,7,Newthrone
SPAN notes 7 newthrone.txt,LT-031,joy,33,2198,7,Newthrone
SPAN notes 7 newthrone.txt,LT-031,sadness,20,2198,7,Newthrone
SPAN notes 7 newthrone.txt,LT-031,surprise,25,2198,7,Newthrone
SPAN notes 7 newthrone.txt,LT-031,trust,70,2198,7,Newthrone
SPAN notes 7 newthrone.txt,chibo,anger,6,236,7,Newthrone
SPAN notes 7 newthrone.txt,chibo,anticipation,8,236,7,Newthrone
SPAN notes 7 newthrone.txt,chibo,disgust,3,236,7,Newthrone
SPAN notes 7 newthrone.txt,chibo,fear,8,236,7,Newthrone
SPAN notes 7 newthrone.txt,chibo,joy,4,236,7,Newthrone
SPAN notes 7 newthrone.txt,chibo,sadness,3,236,7,Newthrone
SPAN notes 7 newthrone.txt,chibo,surprise,6,236,7,Newthrone
SPAN notes 7 newthrone.txt,chibo,trust,8,236,7,Newthrone
SPAN notes 7 newthrone.txt,dane,anger,5,118,7,Newthrone
SPAN notes 7 newthrone.txt,dane,anticipation,5,118,7,Newthrone
SPAN notes 7 newthrone.txt,dane,fear,2,118,7,Newthrone
SPAN notes 7 newthrone.txt,dane,joy,3,118,7,Newthrone
SPAN notes 7 newthrone.txt,dane,trust,8,118,7,Newthrone
SPAN notes 7 newthrone.txt,evertonette,anger,5,151,7,Newthrone
SPAN notes 7 newthrone.txt,evertonette,anticipation,4,151,7,Newthrone
SPAN notes 7 newthrone.txt,evertonette,fear,6,151,7,Newthrone
SPAN notes 7 newthrone.txt,evertonette,joy,2,151,7,Newthrone
SPAN notes 7 newthrone.txt,evertonette,sadness,1,151,7,Newthrone
SPAN notes 7 newthrone.txt,evertonette,surprise,3,151,7,Newthrone
SPAN notes 7 newthrone.txt,evertonette,trust,5,151,7,Newthrone
SPAN notes 7 newthrone.txt,rinoa,anger,6,114,7,Newthrone
SPAN notes 7 newthrone.txt,rinoa,anticipation,5,114,7,Newthrone
SPAN notes 7 newthrone.txt,rinoa,fear,2,114,7,Newthrone
SPAN notes 7 newthrone.txt,rinoa,joy,3,114,7,Newthrone
SPAN notes 7 newthrone.txt,rinoa,sadness,1,114,7,Newthrone
SPAN notes 7 newthrone.txt,rinoa,surprise,1,114,7,Newthrone
SPAN notes 7 newthrone.txt,rinoa,trust,5,114,7,Newthrone
SPAN notes 7 newthrone.txt,rook,anger,13,148,7,Newthrone
SPAN notes 7 newthrone.txt,rook,anticipation,6,148,7,Newthrone
SPAN notes 7 newthrone.txt,rook,disgust,2,148,7,Newthrone
SPAN notes 7 newthrone.txt,rook,fear,15,148,7,Newthrone
SPAN notes 7 newthrone.txt,rook,joy,3,148,7,Newthrone
SPAN notes 7 newthrone.txt,rook,sadness,5,148,7,Newthrone
SPAN notes 7 newthrone.txt,rook,surprise,6,148,7,Newthrone
SPAN notes 7 newthrone.txt,rook,trust,8,148,7,Newthrone
SPAN notes 8 prospect.txt,LT-031,anger,90,4238,8,Prospect
SPAN notes 8 prospect.txt,LT-031,anticipation,72,4238,8,Prospect
SPAN notes 8 prospect.txt,LT-031,disgust,56,4238,8,Prospect
SPAN notes 8 prospect.txt,LT-031,fear,106,4238,8,Prospect
SPAN notes 8 prospect.txt,LT-031,joy,33,4238,8,Prospect
SPAN notes 8 prospect.txt,LT-031,sadness,71,4238,8,Prospect
SPAN notes 8 prospect.txt,LT-031,surprise,52,4238,8,Prospect
SPAN notes 8 prospect.txt,LT-031,trust,121,4238,8,Prospect
SPAN notes 8 prospect.txt,chibo,anger,10,312,8,Prospect
SPAN notes 8 prospect.txt,chibo,anticipation,12,312,8,Prospect
SPAN notes 8 prospect.txt,chibo,disgust,7,312,8,Prospect
SPAN notes 8 prospect.txt,chibo,fear,16,312,8,Prospect
SPAN notes 8 prospect.txt,chibo,joy,5,312,8,Prospect
SPAN notes 8 prospect.txt,chibo,sadness,10,312,8,Prospect
SPAN notes 8 prospect.txt,chibo,surprise,7,312,8,Prospect
SPAN notes 8 prospect.txt,chibo,trust,10,312,8,Prospect
SPAN notes 8 prospect.txt,dane,anger,11,252,8,Prospect
SPAN notes 8 prospect.txt,dane,anticipation,9,252,8,Prospect
SPAN notes 8 prospect.txt,dane,disgust,6,252,8,Prospect
SPAN notes 8 prospect.txt,dane,fear,15,252,8,Prospect
SPAN notes 8 prospect.txt,dane,joy,5,252,8,Prospect
SPAN notes 8 prospect.txt,dane,sadness,8,252,8,Prospect
SPAN notes 8 prospect.txt,dane,surprise,5,252,8,Prospect
SPAN notes 8 prospect.txt,dane,trust,9,252,8,Prospect
SPAN notes 8 prospect.txt,evertonette,anger,5,156,8,Prospect
SPAN notes 8 prospect.txt,evertonette,anticipation,4,156,8,Prospect
SPAN notes 8 prospect.txt,evertonette,disgust,3,156,8,Prospect
SPAN notes 8 prospect.txt,evertonette,fear,8,156,8,Prospect
SPAN notes 8 prospect.txt,evertonette,joy,2,156,8,Prospect
SPAN notes 8 prospect.txt,evertonette,sadness,6,156,8,Prospect
SPAN notes 8 prospect.txt,evertonette,surprise,4,156,8,Prospect
SPAN notes 8 prospect.txt,evertonette,trust,6,156,8,Prospect
SPAN notes 8 prospect.txt,rinoa,anger,6,159,8,Prospect
SPAN notes 8 prospect.txt,rinoa,anticipation,3,159,8,Prospect
SPAN notes 8 prospect.txt,rinoa,disgust,4,159,8,Prospect
SPAN notes 8 prospect.txt,rinoa,fear,8,159,8,Prospect
SPAN notes 8 prospect.txt,rinoa,joy,2,159,8,Prospect
SPAN notes 8 prospect.txt,rinoa,sadness,5,159,8,Prospect
SPAN notes 8 prospect.txt,rinoa,surprise,3,159,8,Prospect
SPAN notes 8 prospect.txt,rinoa,trust,5,159,8,Prospect
SPAN notes 8 prospect.txt,rook,anger,4,200,8,Prospect
SPAN notes 8 prospect.txt,rook,anticipation,2,200,8,Prospect
SPAN notes 8 prospect.txt,rook,disgust,3,200,8,Prospect
SPAN notes 8 prospect.txt,rook,fear,5,200,8,Prospect
SPAN notes 8 prospect.txt,rook,joy,1,200,8,Prospect
SPAN notes 8 prospect.txt,rook,sadness,4,200,8,Prospect
SPAN notes 8 prospect.txt,rook,surprise,4,200,8,Prospect
SPAN notes 8 prospect.txt,rook,trust,6,200,8,Prospect
SPAN notes 8 prospect.txt,xotl,anger,2,89,8,Prospect
SPAN notes 8 prospect.txt,xotl,anticipation,2,89,8,Prospect
SPAN notes 8 prospect.txt,xotl,disgust,2,89,8,Prospect
SPAN notes 8 prospect.txt,xotl,fear,3,89,8,Prospect
SPAN notes 8 prospect.txt,xotl,sadness,2,89,8,Prospect
SPAN notes 8 prospect.txt,xotl,trust,2,89,8,Prospect
SPAN notes 9 blutheim.txt,LT-031,anger,42,3255,9,Blutheim
SPAN notes 9 blutheim.txt,LT-031,anticipation,54,3255,9,Blutheim
SPAN notes 9 blutheim.txt,LT-031,disgust,15,3255,9,Blutheim
SPAN notes 9 blutheim.txt,LT-031,fear,75,3255,9,Blutheim
SPAN notes 9 blutheim.txt,LT-031,joy,28,3255,9,Blutheim
SPAN notes 9 blutheim.txt,LT-031,sadness,29,3255,9,Blutheim
SPAN notes 9 blutheim.txt,LT-031,surprise,21,3255,9,Blutheim
SPAN notes 9 blutheim.txt,LT-031,trust,66,3255,9,Blutheim
SPAN notes 9 blutheim.txt,chibo,anger,8,271,9,Blutheim
SPAN notes 9 blutheim.txt,chibo,anticipation,9,271,9,Blutheim
SPAN notes 9 blutheim.txt,chibo,disgust,4,271,9,Blutheim
SPAN notes 9 blutheim.txt,chibo,fear,5,271,9,Blutheim
SPAN notes 9 blutheim.txt,chibo,joy,5,271,9,Blutheim
SPAN notes 9 blutheim.txt,chibo,sadness,2,271,9,Blutheim
SPAN notes 9 blutheim.txt,chibo,surprise,6,271,9,Blutheim
SPAN notes 9 blutheim.txt,chibo,trust,8,271,9,Blutheim
SPAN notes 9 blutheim.txt,dane,anger,5,77,9,Blutheim
SPAN notes 9 blutheim.txt,dane,anticipation,3,77,9,Blutheim
SPAN notes 9 blutheim.txt,dane,disgust,1,77,9,Blutheim
SPAN notes 9 blutheim.txt,dane,fear,4,77,9,Blutheim
SPAN notes 9 blutheim.txt,dane,joy,1,77,9,Blutheim
SPAN notes 9 blutheim.txt,dane,sadness,2,77,9,Blutheim
SPAN notes 9 blutheim.txt,dane,surprise,1,77,9,Blutheim
SPAN notes 9 blutheim.txt,dane,trust,2,77,9,Blutheim
SPAN notes 9 blutheim.txt,evertonette,anger,3,128,9,Blutheim
SPAN notes 9 blutheim.txt,evertonette,anticipation,2,128,9,Blutheim
SPAN notes 9 blutheim.txt,evertonette,disgust,1,128,9,Blutheim
SPAN notes 9 blutheim.txt,evertonette,fear,4,128,9,Blutheim
SPAN notes 9 blutheim.txt,evertonette,joy,1,128,9,Blutheim
SPAN notes 9 blutheim.txt,evertonette,sadness,2,128,9,Blutheim
SPAN notes 9 blutheim.txt,evertonette,surprise,1,128,9,Blutheim
SPAN notes 9 blutheim.txt,evertonette,trust,3,128,9,Blutheim
SPAN notes 9 blutheim.txt,rinoa,anger,4,228,9,Blutheim
SPAN notes 9 blutheim.txt,rinoa,anticipation,8,228,9,Blutheim
SPAN notes 9 blutheim.txt,rinoa,disgust,1,228,9,Blutheim
SPAN notes 9 blutheim.txt,rinoa,fear,3,228,9,Blutheim
SPAN notes 9 blutheim.txt,rinoa,joy,5,228,9,Blutheim
SPAN notes 9 blutheim.txt,rinoa,sadness,3,228,9,Blutheim
SPAN notes 9 blutheim.txt,rinoa,surprise,4,228,9,Blutheim
SPAN notes 9 blutheim.txt,rinoa,trust,9,228,9,Blutheim
SPAN notes 9 blutheim.txt,rook,anticipation,3,119,9,Blutheim
SPAN notes 9 blutheim.txt,rook,fear,1,119,9,Blutheim
SPAN notes 9 blutheim.txt,rook,joy,1,119,9,Blutheim
SPAN notes 9 blutheim.txt,rook,surprise,1,119,9,Blutheim
SPAN notes 9 blutheim.txt,rook,trust,4,119,9,Blutheim
SPAN notes 9 blutheim.txt,xotl,anger,2,92,9,Blutheim
SPAN notes 9 blutheim.txt,xotl,anticipation,1,92,9,Blutheim
SPAN notes 9 blutheim.txt,xotl,fear,1,92,9,Blutheim
SPAN notes 9 blutheim.txt,xotl,sadness,1,92,9,Blutheim
